xs_airline,ys_airline
0.0,53436.518045494864
0.0053475935828877,50083.68797957612
0.0106951871657754,50210.35897542718
0.0160427807486631,49394.429079305795
0.0213903743315508,52303.230272235676
0.026737967914438502,47554.01900848979
0.0320855614973262,53624.72433922907
0.0374331550802139,49866.84739868547
0.0427807486631016,51488.33887458167
0.0481283422459893,50636.81857722356
0.053475935828877004,53205.101392375196
0.058823529411764705,47922.76521311922
0.0641711229946524,50530.358714675414
0.06951871657754011,50438.88269419345
0.0748663101604278,52716.56956758462
0.08021390374331551,49367.00116441111
0.0855614973262032,50759.08991061831
0.0909090909090909,49701.81025954578
0.0962566844919786,51082.755692382896
0.1016042780748663,51894.466614452824
0.10695187165775401,49370.09530042132
0.1122994652406417,52738.86147007143
0.11764705882352941,52374.88540871296
0.1229946524064171,51776.93585967215
0.1283422459893048,52375.14491805087
0.1336898395721925,49998.90748673407
0.13903743315508021,50840.773877043466
0.1443850267379679,49622.03668303186
0.1497326203208556,50624.41203495212
0.1550802139037433,51822.30239774848
0.16042780748663102,49989.774859799065
0.1657754010695187,50432.60425736897
0.1711229946524064,49997.41585309113
0.1764705882352941,49760.77861762988
0.1818181818181818,50022.10190766399
0.18716577540106952,51010.33010426499
0.1925133689839572,49353.689281150764
0.1978609625668449,51381.5780838827
0.2032085561497326,53519.92949712779
0.20855614973262032,52143.536158348754
0.21390374331550802,50742.932297936204
0.2192513368983957,49699.42994438566
0.2245989304812834,49910.29580182079
0.2299465240641711,53569.84711748226
0.23529411764705882,51107.480977614636
0.24064171122994651,50075.85219637596
0.2459893048128342,51317.767441328375
0.25133689839572193,54181.797731302984
0.2566844919786096,51211.64656936075
0.2620320855614973,51957.178259476874
0.267379679144385,51481.566908569504
0.2727272727272727,50502.84691206673
0.27807486631016043,49317.32709819359
0.2834224598930481,50506.94552686068
0.2887700534759358,50717.44601987569
0.29411764705882354,51910.52250353005
0.2994652406417112,52288.83581568871
0.3048128342245989,52426.75947097675
0.3101604278074866,51458.205712575844
0.3155080213903743,52357.227614586554
0.32085561497326204,49897.58291504759
0.3262032085561497,52908.11888047126
0.3315508021390374,51797.82111066034
0.3368983957219251,50580.86982051572
0.3422459893048128,51760.34199700143
0.34759358288770054,50913.73597351417
0.3529411764705882,52724.03950360527
0.3582887700534759,53305.79569245106
0.3636363636363636,54303.881842257215
0.3689839572192513,48930.19576712375
0.37433155080213903,48858.16442814178
0.3796791443850267,50267.00459136414
0.3850267379679144,51263.10067931747
0.3903743315508021,52336.61364310261
0.3957219251336898,51495.10142330816
0.40106951871657753,47987.60953303265
0.4064171122994652,50560.841364779524
0.4117647058823529,52261.319107294876
0.41711229946524064,51363.68279963012
0.4224598930481283,52160.71487536729
0.42780748663101603,50683.33721674177
0.4331550802139037,50714.797633534814
0.4385026737967914,51294.856174015316
0.44385026737967914,51629.145017837334
0.4491978609625668,51310.54476089492
0.45454545454545453,51190.610023320856
0.4598930481283422,50005.079806080095
0.4652406417112299,51576.369470406746
0.47058823529411764,51191.68069557353
0.4759358288770053,52702.07416083689
0.48128342245989303,52805.099210126784
0.4866310160427807,51283.30575965695
0.4919786096256684,50441.46717445637
0.49732620320855614,50045.09724945057
0.5026737967914439,51637.2075202449
0.5080213903743315,51116.72416098019
0.5133689839572192,50483.6566292331
0.5187165775401069,51063.5306015436
0.5240641711229946,50066.80738910154
0.5294117647058824,52042.50528606148
0.53475935828877,50323.38828577855
0.5401069518716577,52829.441983827965
0.5454545454545454,51596.4926569123
0.5508021390374331,51880.17329962009
0.5561497326203209,49345.96369931022
0.5614973262032085,51240.90678366972
0.5668449197860962,52096.145270966954
